payment_id,order_id,payment_method,payment_status,payment_date,amount
6147,O00006147,Credit Card,Success,2025-03-05 05:52:48.413832,225.99
6148,O00006148,Credit Card,Success,2024-01-29 07:38:59.187020,896.38
6149,O00006149,Debit Card,Failed,2025-06-20 08:27:48.555914,290.88
6150,O00006150,UPI,Success,2024-07-28 07:14:35.058561,256.69
6151,O00006151,Debit Card,Success,2025-09-18 01:04:54.060892,2984.62
6152,O00006152,UPI,Success,2024-10-07 06:18:33.124770,65.13
6153,O00006153,Debit Card,Success,2024-10-12 03:34:10.941715,369.71
6154,O00006154,UPI,Success,2024-11-29 22:27:15.429491,32.15
6155,O00006155,Credit Card,Success,2024-07-25 20:08:06.844200,1935.66
6156,O00006156,UPI,Success,2025-02-06 23:33:03.743413,470.61
6157,O00006157,Credit Card,Success,2024-10-29 14:35:49.858054,57.18
6158,O00006158,UPI,Success,2025-04-18 21:43:29.583213,94.02
6159,O00006159,Credit Card,Success,2024-09-05 03:34:08.854497,238.61
6160,O00006160,COD,Success,2024-07-16 07:57:44.138225,152.38
6161,O00006161,Credit Card,Success,2024-12-18 01:04:40.091430,914.16
6162,O00006162,Debit Card,Success,2025-06-19 16:14:09.181680,465.01
6163,O00006163,Credit Card,Success,2025-02-13 11:39:44.043581,106.31
6164,O00006164,UPI,Failed,2024-08-09 22:44:40.129982,67.32
6165,O00006165,Debit Card,Success,2024-10-28 11:15:48.771390,573.65
6166,O00006166,Credit Card,Success,2024-09-28 12:03:58.418254,84.86
6167,O00006167,Credit Card,Success,2024-10-08 08:46:02.061726,32.46
6168,O00006168,Debit Card,Success,2025-06-30 18:46:24.095599,340.71
6169,O00006169,COD,Success,2024-04-21 05:16:14.080958,3870.6
6170,O00006170,UPI,Success,2024-12-16 09:23:57.523252,83.98
6171,O00006171,Credit Card,Success,2024-10-14 14:47:17.031350,2155.96
6172,O00006172,Credit Card,Success,2024-09-15 18:05:19.749288,382.83
6173,O00006173,COD,Success,2025-05-17 11:20:19.582548,76.79
6174,O00006174,UPI,Success,2024-06-21 06:26:51.335190,20.4
6175,O00006175,UPI,Success,2025-02-01 02:43:33.871163,36.34
6176,O00006176,COD,Success,2025-06-25 10:57:14.648738,248.05
6177,O00006177,Debit Card,Success,2025-10-02 05:50:51.376989,1421.63
6178,O00006178,Debit Card,Success,2025-05-09 06:39:27.330606,29.68
6179,O00006179,Debit Card,Success,2024-12-29 14:57:15.499918,235.57
6180,O00006180,COD,Success,2025-09-17 20:19:30.888265,403.23
6181,O00006181,COD,Success,2025-09-17 10:02:18.339345,1283.15
6182,O00006182,UPI,Success,2024-06-04 19:42:05.334004,289.1
6183,O00006183,UPI,Pending,2024-04-12 15:36:06.476409,113.7
6184,O00006184,UPI,Success,2024-01-20 10:18:01.972422,413.08
6185,O00006185,Debit Card,Success,2024-08-30 20:30:41.087629,33.16
6186,O00006186,Credit Card,Success,2025-05-12 01:25:10.120854,933.64
6187,O00006187,UPI,Failed,2024-09-19 11:26:27.883944,148.52
6188,O00006188,UPI,Success,2024-07-28 19:06:30.617448,215.6
6189,O00006189,COD,Failed,2024-01-22 16:46:38.955930,203.4
6190,O00006190,Debit Card,Success,2024-08-22 10:49:45.925790,365.24
6191,O00006191,Debit Card,Success,2025-04-23 08:35:24.222697,868.13
6192,O00006192,UPI,Success,2024-11-08 22:37:44.797399,268.44
6193,O00006193,Credit Card,Success,2024-06-25 21:55:47.266096,125.92
6194,O00006194,UPI,Success,2024-03-03 09:10:50.760804,801.6
6195,O00006195,UPI,Success,2024-07-23 00:03:59.780458,22.24
6196,O00006196,UPI,Success,2024-01-29 00:03:34.644253,596.56
6197,O00006197,UPI,Success,2024-12-18 23:31:22.935453,244.27
6198,O00006198,Debit Card,Success,2024-01-21 22:07:37.709045,38.44
6199,O00006199,UPI,Success,2025-05-10 21:19:39.597178,60.83
6200,O00006200,UPI,Success,2024-07-04 06:53:49.509571,210.15
6201,O00006201,COD,Success,2025-01-12 22:16:44.685865,77.84
6202,O00006202,UPI,Success,2025-09-23 16:46:13.456936,1071.68
6203,O00006203,UPI,Success,2025-11-06 04:51:18.387960,67.57
6204,O00006204,Credit Card,Success,2025-08-19 01:52:58.419367,23.28
6205,O00006205,Credit Card,Success,2024-11-09 22:07:43.473041,585.44
6206,O00006206,UPI,Success,2024-07-20 18:28:54.968739,795.86
6207,O00006207,UPI,Success,2024-09-21 10:13:29.988007,789.41
6208,O00006208,Debit Card,Success,2024-02-27 23:36:30.431517,115.22
6209,O00006209,Debit Card,Success,2024-04-21 21:05:11.029182,49.7
6210,O00006210,COD,Success,2025-01-25 03:52:46.853163,84.98
6211,O00006211,Credit Card,Success,2025-01-12 23:10:01.898176,314.95
6212,O00006212,COD,Success,2024-05-19 10:20:46.672023,703.22
6213,O00006213,UPI,Success,2025-10-02 17:08:36.409394,283.17
6214,O00006214,UPI,Success,2024-10-18 18:17:25.642613,381.83
6215,O00006215,Debit Card,Success,2024-03-25 01:04:43.548722,119.08
6216,O00006216,UPI,Success,2024-10-29 06:50:17.853447,1173.05
6217,O00006217,Debit Card,Success,2025-02-06 14:35:45.227772,8.24
6218,O00006218,Credit Card,Success,2024-01-14 17:54:42.562436,1268.92
6219,O00006219,Credit Card,Success,2024-11-20 06:00:44.198481,209.31
6220,O00006220,Credit Card,Success,2025-10-08 08:11:48.678528,887.72
6221,O00006221,COD,Success,2025-05-24 21:40:08.956789,64.22
6222,O00006222,Credit Card,Success,2025-09-23 01:09:15.909589,154.29
6223,O00006223,UPI,Success,2025-05-19 21:28:45.150465,99.26
6224,O00006224,UPI,Success,2024-11-23 19:06:57.513875,957.87
6225,O00006225,UPI,Success,2025-04-28 18:09:18.280162,706.79
6226,O00006226,Credit Card,Pending,2025-07-19 07:57:29.545066,858.26
6227,O00006227,Credit Card,Success,2024-01-19 05:17:46.927423,66.03
6228,O00006228,UPI,Success,2024-04-19 07:58:02.608118,296.64
6229,O00006229,UPI,Success,2025-10-30 20:31:39.632953,148.45
6230,O00006230,UPI,Success,2024-03-12 13:18:46.696105,88.39
6231,O00006231,Credit Card,Success,2025-08-24 21:01:38.525790,70.69
6232,O00006232,Debit Card,Success,2025-06-08 13:17:28.101279,631.61
6233,O00006233,UPI,Success,2024-07-04 20:05:17.009372,738.59
6234,O00006234,UPI,Failed,2025-03-30 04:41:03.460255,49.98
6235,O00006235,Debit Card,Success,2025-01-24 09:47:36.737069,10.45
6236,O00006236,Credit Card,Success,2025-07-20 03:19:46.638183,1049.77
6237,O00006237,Credit Card,Success,2024-12-30 03:01:51.580557,541.77
6238,O00006238,UPI,Success,2024-10-05 13:38:03.938070,2473.96
6239,O00006239,Credit Card,Success,2025-07-07 15:40:18.940835,31.39
6240,O00006240,Credit Card,Success,2024-09-08 15:33:16.342777,715.74
6241,O00006241,Credit Card,Success,2024-03-03 04:50:01.022964,1120.91
6242,O00006242,UPI,Success,2024-03-02 19:31:38.398059,179.7
6243,O00006243,UPI,Pending,2025-02-20 12:19:43.973657,825.74
6244,O00006244,Debit Card,Success,2024-03-17 10:17:57.406050,598.02
6245,O00006245,UPI,Success,2024-03-01 08:31:30.291255,235.46
6246,O00006246,UPI,Success,2025-06-24 02:19:29.173216,975.52
6247,O00006247,UPI,Success,2025-02-14 23:07:08.394807,2312.07
6248,O00006248,UPI,Success,2024-06-01 13:00:42.945544,79.17
6249,O00006249,Debit Card,Success,2025-08-18 13:47:02.547947,328.76
6250,O00006250,UPI,Success,2024-01-23 23:19:48.429063,1128.25
6251,O00006251,Debit Card,Success,2024-03-15 15:14:21.353216,2070.54
6252,O00006252,Debit Card,Success,2025-03-08 22:48:29.708262,79.42
6253,O00006253,Credit Card,Success,2024-01-13 22:35:09.675235,57.18
6254,O00006254,Credit Card,Pending,2025-08-25 21:54:52.467927,534.09
6255,O00006255,Credit Card,Success,2024-11-20 13:01:27.857347,199.31
6256,O00006256,Credit Card,Success,2025-01-23 10:04:08.489756,84.38
6257,O00006257,UPI,Success,2024-08-03 06:40:30.223191,453.07
6258,O00006258,UPI,Success,2024-11-12 18:22:13.216494,545.28
6259,O00006259,Debit Card,Success,2024-03-16 19:57:00.173314,22.11
6260,O00006260,UPI,Success,2025-04-05 20:30:53.499643,1206.78
6261,O00006261,Credit Card,Success,2024-10-23 20:45:07.159183,9.81
6262,O00006262,COD,Success,2025-04-20 17:11:00.228793,74.86
6263,O00006263,COD,Success,2024-02-25 08:10:44.286227,215.6
6264,O00006264,COD,Success,2025-04-08 23:49:53.456355,57.43
6265,O00006265,COD,Success,2024-11-20 12:40:23.533853,2594.72
6266,O00006266,Credit Card,Success,2024-10-08 19:39:40.809175,452.72
6267,O00006267,UPI,Success,2024-05-14 23:49:19.772764,15.64
6268,O00006268,UPI,Success,2024-09-25 17:33:56.188808,157.0
6269,O00006269,UPI,Success,2025-03-30 01:09:56.289657,7793.2
6270,O00006270,UPI,Success,2025-08-21 14:15:52.863811,402.98
6271,O00006271,Credit Card,Success,2025-10-30 16:42:47.388262,154.05
6272,O00006272,UPI,Success,2025-05-20 01:47:38.390847,244.95
6273,O00006273,UPI,Success,2024-01-14 16:12:15.223208,520.75
6274,O00006274,Debit Card,Failed,2024-12-07 10:02:41.240434,90.89
6275,O00006275,Debit Card,Success,2025-07-12 05:56:24.332607,283.17
6276,O00006276,UPI,Success,2024-07-26 13:41:26.126575,92.23
6277,O00006277,COD,Success,2025-02-17 20:10:47.770344,546.48
6278,O00006278,UPI,Success,2025-10-10 12:54:04.436657,861.2
6279,O00006279,UPI,Success,2025-07-23 17:44:48.545402,94.32
6280,O00006280,UPI,Success,2024-03-29 20:38:02.943324,392.17
6281,O00006281,Debit Card,Success,2024-12-31 09:39:24.916231,937.91
6282,O00006282,COD,Success,2024-06-22 17:20:18.045855,195.26
6283,O00006283,UPI,Success,2024-08-08 15:11:59.307747,544.93
6284,O00006284,Credit Card,Success,2024-01-29 23:37:45.930434,250.07
6285,O00006285,Credit Card,Success,2025-02-04 03:56:40.007510,79.25
6286,O00006286,UPI,Success,2025-07-02 21:35:10.657980,1893.81
6287,O00006287,Debit Card,Success,2024-08-24 22:20:15.290598,36.26
6288,O00006288,UPI,Success,2025-03-29 13:08:29.712243,551.16
6289,O00006289,Credit Card,Success,2025-09-09 23:27:48.591513,276.56
6290,O00006290,Credit Card,Success,2024-01-21 05:02:59.873343,586.18
6291,O00006291,UPI,Success,2025-03-12 05:17:14.343171,1837.89
6292,O00006292,Debit Card,Success,2025-01-15 18:46:13.518780,51.84
6293,O00006293,Credit Card,Success,2024-02-18 17:46:43.205260,119.14
6294,O00006294,UPI,Success,2024-12-09 15:19:51.561822,49.59
6295,O00006295,Debit Card,Success,2024-06-28 10:59:58.707793,65.0
6296,O00006296,Debit Card,Success,2025-01-09 04:05:39.375223,36.34
6297,O00006297,Credit Card,Success,2025-08-20 14:10:47.707216,140.52
6298,O00006298,UPI,Success,2024-06-21 21:49:56.874243,639.13
6299,O00006299,Credit Card,Success,2024-12-12 12:26:45.412762,480.16
6300,O00006300,UPI,Success,2025-02-08 16:26:11.668490,395.06
6301,O00006301,UPI,Success,2025-06-10 21:29:13.641243,361.53
6302,O00006302,Debit Card,Success,2024-02-16 16:14:17.084261,470.89
6303,O00006303,Credit Card,Success,2025-04-04 11:59:21.126306,578.63
6304,O00006304,Debit Card,Success,2024-08-13 17:55:42.525236,251.79
6305,O00006305,UPI,Success,2024-06-03 12:29:03.377740,2011.39
6306,O00006306,Debit Card,Success,2024-08-15 06:06:06.991867,724.19
6307,O00006307,UPI,Success,2024-08-15 13:23:11.602524,169.96
6308,O00006308,UPI,Success,2024-09-10 04:59:19.889964,165.42
6309,O00006309,UPI,Success,2024-01-31 13:29:01.619013,141.49
6310,O00006310,Credit Card,Success,2025-01-17 20:16:49.686388,226.88
6311,O00006311,Debit Card,Success,2024-03-14 03:56:02.134274,374.85
6312,O00006312,UPI,Pending,2024-09-09 19:22:37.298623,1351.78
6313,O00006313,UPI,Success,2024-08-02 05:01:29.568181,159.88
6314,O00006314,Credit Card,Success,2025-03-10 23:07:52.914623,1142.87
6315,O00006315,Debit Card,Success,2024-06-20 16:05:12.774309,20.06
6316,O00006316,Debit Card,Success,2024-02-02 09:37:46.695103,766.52
6317,O00006317,UPI,Success,2024-05-15 00:31:15.849571,831.76
6318,O00006318,COD,Success,2024-12-01 09:09:56.220351,566.37
6319,O00006319,Debit Card,Pending,2025-09-04 08:55:41.129093,143.13
6320,O00006320,COD,Success,2025-07-19 13:13:54.669224,501.37
6321,O00006321,UPI,Success,2024-07-17 08:40:02.033506,299.09
6322,O00006322,Credit Card,Success,2024-11-08 07:32:13.832680,27.19
6323,O00006323,UPI,Success,2024-07-08 22:27:04.266497,788.14
6324,O00006324,Debit Card,Pending,2024-10-03 05:25:44.560130,701.36
6325,O00006325,UPI,Success,2024-12-04 11:03:39.517634,713.74
6326,O00006326,UPI,Success,2025-08-23 21:34:27.857476,375.83
6327,O00006327,Debit Card,Success,2024-04-11 09:40:02.686021,174.59
6328,O00006328,Debit Card,Success,2024-12-03 12:11:41.570473,223.21
6329,O00006329,UPI,Success,2024-07-12 08:58:30.969087,231.62
6330,O00006330,Credit Card,Success,2025-06-13 04:22:06.897390,1511.11
6331,O00006331,Debit Card,Pending,2025-06-23 23:33:36.940698,1320.89
6332,O00006332,Debit Card,Failed,2025-03-21 19:00:48.135723,30.77
6333,O00006333,UPI,Success,2024-11-15 23:12:03.451095,155.23
6334,O00006334,UPI,Success,2024-09-24 17:12:46.469577,794.08
6335,O00006335,UPI,Success,2025-10-22 15:13:22.050283,63.33
6336,O00006336,UPI,Success,2025-10-24 18:39:19.693648,13.04
6337,O00006337,UPI,Success,2025-02-18 10:09:31.403630,825.34
6338,O00006338,COD,Success,2024-02-13 21:15:36.783803,24.34
6339,O00006339,Debit Card,Success,2025-09-07 08:09:52.133042,133.78
6340,O00006340,UPI,Success,2024-05-12 23:50:55.503694,1086.86
6341,O00006341,UPI,Pending,2024-02-28 04:04:03.551198,239.97
6342,O00006342,Credit Card,Success,2024-03-12 09:50:42.111035,180.71
6343,O00006343,Credit Card,Success,2025-03-18 20:47:06.555532,916.33
6344,O00006344,UPI,Success,2025-09-06 22:55:38.716735,317.84
6345,O00006345,Debit Card,Success,2024-03-16 01:16:08.995173,134.65
6346,O00006346,COD,Success,2025-04-12 03:31:26.423419,508.4
6347,O00006347,COD,Success,2024-12-31 06:07:13.375010,660.99
6348,O00006348,UPI,Success,2024-05-28 13:08:00.334151,127.52
6349,O00006349,Credit Card,Pending,2025-03-04 10:00:40.779800,298.5
6350,O00006350,Debit Card,Success,2025-08-08 13:46:41.832344,278.74
6351,O00006351,Credit Card,Success,2025-07-27 06:31:45.185754,111.12
6352,O00006352,Credit Card,Success,2025-03-06 02:00:32.529850,54.48
6353,O00006353,Debit Card,Success,2025-11-09 09:39:53.852756,235.79
6354,O00006354,COD,Success,2025-11-08 09:39:44.127864,390.29
6355,O00006355,COD,Success,2024-08-12 03:12:04.111666,1159.4
6356,O00006356,UPI,Success,2025-09-05 19:28:14.058303,2466.24
6357,O00006357,Credit Card,Pending,2025-06-21 00:01:45.080079,124.1
6358,O00006358,Debit Card,Success,2024-08-04 17:34:54.713597,983.44
6359,O00006359,UPI,Success,2025-03-23 14:03:50.675792,206.85
6360,O00006360,Credit Card,Success,2024-02-08 04:49:02.155740,7735.27
6361,O00006361,Debit Card,Success,2024-10-17 15:03:21.844145,47.03
6362,O00006362,COD,Success,2024-05-12 13:32:50.097067,271.99
6363,O00006363,Debit Card,Success,2025-05-08 18:04:45.547380,704.58
6364,O00006364,UPI,Success,2024-12-05 12:15:35.895459,594.51
6365,O00006365,Credit Card,Success,2025-08-11 20:58:27.555614,74.41
6366,O00006366,UPI,Success,2025-01-10 22:39:53.551174,175.34
6367,O00006367,UPI,Success,2025-08-24 15:33:44.420736,922.55
6368,O00006368,Credit Card,Success,2025-01-25 21:08:10.931360,488.32
6369,O00006369,Credit Card,Success,2025-04-05 01:39:17.213645,1738.13
6370,O00006370,Credit Card,Success,2025-10-13 16:16:39.460353,30.09
6371,O00006371,UPI,Success,2024-04-14 13:37:10.251300,56.37
6372,O00006372,UPI,Success,2024-02-26 00:36:12.724437,1677.96
6373,O00006373,Debit Card,Success,2025-03-05 19:02:55.854263,676.71
6374,O00006374,UPI,Success,2024-12-10 23:00:49.238772,765.69
6375,O00006375,UPI,Success,2025-09-12 21:20:47.829417,460.09
6376,O00006376,UPI,Pending,2024-07-26 12:19:57.836292,490.59
6377,O00006377,Credit Card,Success,2024-01-19 18:36:14.417659,1389.57
6378,O00006378,Credit Card,Success,2024-05-28 11:40:12.227524,302.35
6379,O00006379,COD,Success,2024-05-25 06:13:21.540191,10.2
6380,O00006380,UPI,Pending,2025-06-06 13:59:09.162427,1071.38
6381,O00006381,UPI,Success,2024-07-28 12:50:53.633420,4090.19
6382,O00006382,Debit Card,Success,2024-08-30 12:41:56.511868,1155.4
6383,O00006383,UPI,Success,2024-02-14 15:28:17.296181,449.62
6384,O00006384,COD,Success,2024-11-03 03:16:24.166761,125.16
6385,O00006385,UPI,Success,2025-07-28 19:06:52.378223,109.41
6386,O00006386,Credit Card,Success,2025-02-15 16:08:25.094687,526.97
6387,O00006387,Credit Card,Success,2025-09-26 22:49:55.916348,288.57
6388,O00006388,Credit Card,Success,2025-05-19 21:54:10.972249,2008.13
6389,O00006389,Credit Card,Success,2025-07-06 07:38:53.186256,844.76
6390,O00006390,Debit Card,Pending,2025-06-29 12:46:40.680969,5.28
6391,O00006391,Debit Card,Success,2025-10-16 18:58:11.122237,1128.09
6392,O00006392,Debit Card,Success,2025-10-10 03:46:43.571036,707.9
6393,O00006393,Debit Card,Success,2025-09-23 16:56:53.471780,191.46
6394,O00006394,UPI,Success,2024-11-11 14:05:31.083725,1621.92
6395,O00006395,UPI,Pending,2025-07-28 22:31:42.491540,52.92
6396,O00006396,Credit Card,Success,2024-12-03 14:50:21.342364,252.49
6397,O00006397,UPI,Success,2024-11-13 16:29:15.546265,49.59
6398,O00006398,Debit Card,Success,2024-07-29 22:13:59.490663,37.95
6399,O00006399,UPI,Success,2024-04-26 00:13:12.988650,75.6
6400,O00006400,COD,Success,2024-01-05 16:23:54.762742,326.38
6401,O00006401,Credit Card,Success,2024-01-03 12:35:55.494567,97.57
6402,O00006402,UPI,Success,2025-02-06 06:32:42.279698,883.58
6403,O00006403,Credit Card,Success,2025-09-19 18:10:48.579969,871.03
6404,O00006404,UPI,Failed,2024-01-03 12:40:39.123036,1564.01
6405,O00006405,UPI,Success,2024-02-09 02:07:48.043276,90.64
6406,O00006406,Credit Card,Success,2025-09-23 09:19:41.545324,1911.0
6407,O00006407,UPI,Success,2025-02-07 20:59:27.424841,713.26
6408,O00006408,Credit Card,Success,2024-08-30 10:10:23.232899,126.76
6409,O00006409,COD,Success,2025-06-08 16:53:17.355349,1979.6
6410,O00006410,Credit Card,Success,2024-01-04 10:19:51.550644,107.52
6411,O00006411,UPI,Success,2024-02-29 19:44:03.208544,2023.42
6412,O00006412,Debit Card,Success,2024-03-15 10:57:44.946917,234.91
6413,O00006413,UPI,Success,2025-08-17 01:27:12.865036,283.42
6414,O00006414,Credit Card,Success,2024-05-17 18:44:40.465765,206.91
6415,O00006415,Credit Card,Success,2025-04-27 09:56:58.643667,305.42
6416,O00006416,UPI,Pending,2024-11-23 22:07:25.240370,948.69
6417,O00006417,Credit Card,Success,2025-03-18 23:44:11.371157,472.09
6418,O00006418,UPI,Success,2025-03-22 11:50:55.608364,207.25
6419,O00006419,Credit Card,Success,2024-05-22 17:47:47.181814,169.54
6420,O00006420,Credit Card,Success,2025-01-09 23:49:26.090920,95.46
6421,O00006421,Credit Card,Success,2024-11-05 05:10:29.508144,3129.71
6422,O00006422,Debit Card,Success,2025-05-26 02:28:21.210705,20.14
6423,O00006423,Debit Card,Success,2025-06-06 20:37:19.540231,29.15
6424,O00006424,UPI,Success,2024-12-12 05:09:56.701457,2.75
6425,O00006425,Debit Card,Success,2025-08-02 15:06:32.268963,1312.84
6426,O00006426,UPI,Success,2024-01-09 02:04:57.047978,847.08
6427,O00006427,COD,Success,2024-11-10 12:45:31.529207,64.82
6428,O00006428,Debit Card,Success,2025-04-03 18:10:42.892845,160.97
6429,O00006429,UPI,Pending,2024-06-24 18:35:23.441780,1128.92
6430,O00006430,UPI,Success,2025-08-16 03:10:54.808834,1961.26
6431,O00006431,Credit Card,Success,2024-11-24 05:15:57.216193,64.84
6432,O00006432,Credit Card,Success,2024-04-29 19:33:23.027929,66.98
6433,O00006433,COD,Success,2024-09-29 06:43:59.372180,594.94
6434,O00006434,Debit Card,Success,2024-11-15 14:02:32.981198,179.78
6435,O00006435,UPI,Success,2024-12-27 07:07:54.878322,1552.7
6436,O00006436,UPI,Success,2024-10-31 13:47:22.643816,36.51
6437,O00006437,Debit Card,Success,2025-09-14 09:29:53.648249,727.82
6438,O00006438,UPI,Success,2024-04-26 21:07:14.783204,123.01
6439,O00006439,UPI,Success,2024-02-04 01:52:45.769279,61.86
6440,O00006440,UPI,Success,2025-02-14 00:55:41.389294,118.9
6441,O00006441,Debit Card,Success,2024-02-13 18:58:25.673778,122.6
6442,O00006442,UPI,Success,2025-11-01 04:52:14.715904,119.32
6443,O00006443,UPI,Success,2024-10-22 22:43:13.267747,621.25
6444,O00006444,UPI,Success,2025-05-01 03:19:07.316701,711.98
6445,O00006445,UPI,Failed,2025-01-11 17:45:25.670068,538.44
6446,O00006446,Credit Card,Success,2024-11-28 18:52:55.388532,1658.22
6447,O00006447,UPI,Success,2025-02-14 13:13:20.964565,122.24
6448,O00006448,Credit Card,Success,2025-08-22 11:27:31.474521,890.27
6449,O00006449,Credit Card,Success,2024-06-28 04:34:21.868867,1214.91
6450,O00006450,Credit Card,Success,2025-03-06 19:29:20.531782,131.75
6451,O00006451,UPI,Success,2024-08-03 21:44:29.325377,1286.93
6452,O00006452,UPI,Pending,2025-07-10 18:24:39.290867,258.53
6453,O00006453,UPI,Success,2025-04-17 11:43:10.034460,4857.37
6454,O00006454,Credit Card,Success,2024-03-01 02:08:28.789406,532.42
6455,O00006455,Credit Card,Success,2024-10-02 14:48:20.908317,345.24
6456,O00006456,UPI,Success,2025-01-10 17:37:11.173143,867.01
6457,O00006457,UPI,Success,2025-11-12 18:43:13.030282,175.06
6458,O00006458,Credit Card,Success,2024-07-13 02:53:31.274655,253.6
6459,O00006459,UPI,Pending,2025-07-23 17:23:03.404900,44.3
6460,O00006460,UPI,Success,2025-09-21 18:22:40.652816,12.97
6461,O00006461,UPI,Success,2024-12-15 19:30:59.322829,40.57
6462,O00006462,Credit Card,Failed,2024-07-31 00:18:35.979609,236.03
6463,O00006463,Credit Card,Success,2024-08-30 08:03:24.164799,1059.08
6464,O00006464,UPI,Success,2024-05-04 01:05:33.427039,19.09
6465,O00006465,Debit Card,Pending,2024-07-14 13:07:32.333909,123.77
6466,O00006466,UPI,Success,2025-06-14 22:37:07.550743,24.22
6467,O00006467,Credit Card,Failed,2024-08-19 18:09:02.673965,161.58
6468,O00006468,UPI,Success,2025-02-05 04:56:30.413785,166.57
6469,O00006469,Debit Card,Success,2024-07-24 21:22:49.300735,27.23
6470,O00006470,Credit Card,Success,2025-07-21 14:03:36.566745,382.75
6471,O00006471,UPI,Success,2024-03-06 09:47:40.819724,40.46
6472,O00006472,Debit Card,Success,2024-09-29 01:48:30.850180,192.22
6473,O00006473,Credit Card,Success,2024-07-01 01:43:39.980555,1735.18
6474,O00006474,UPI,Success,2024-05-15 23:54:52.520958,569.72
6475,O00006475,Credit Card,Success,2024-08-05 12:14:20.621579,193.89
6476,O00006476,UPI,Success,2024-05-17 10:57:00.110950,399.86
6477,O00006477,UPI,Success,2025-07-12 00:02:34.986465,1162.39
6478,O00006478,Credit Card,Success,2024-06-23 23:07:29.409414,294.26
6479,O00006479,Credit Card,Success,2025-08-21 17:52:59.892755,738.47
6480,O00006480,Credit Card,Success,2024-09-16 08:48:19.114896,211.42
6481,O00006481,Debit Card,Success,2024-01-28 04:24:56.322122,31.98
6482,O00006482,Credit Card,Success,2025-02-13 21:07:18.260533,302.31
6483,O00006483,Debit Card,Success,2025-08-27 12:01:58.622043,111.48
6484,O00006484,COD,Success,2025-10-22 17:16:14.023821,491.04
6485,O00006485,Debit Card,Success,2025-06-24 18:38:35.472628,463.22
6486,O00006486,UPI,Success,2025-04-11 09:03:31.041550,123.57
6487,O00006487,Credit Card,Success,2024-01-04 15:31:26.057545,1402.65
6488,O00006488,Credit Card,Failed,2025-04-09 09:20:31.286329,933.34
6489,O00006489,Credit Card,Success,2025-02-06 20:21:03.800317,687.51
6490,O00006490,Debit Card,Success,2024-03-01 09:47:36.102682,190.38
6491,O00006491,Debit Card,Success,2025-04-24 02:31:25.439325,320.4
6492,O00006492,UPI,Success,2025-09-23 10:40:40.435915,57.18
6493,O00006493,Credit Card,Success,2024-11-04 08:44:38.834118,44.1
6494,O00006494,Credit Card,Success,2024-03-25 11:11:24.596666,86.47
6495,O00006495,Debit Card,Success,2024-08-28 20:59:30.589278,781.13
6496,O00006496,UPI,Success,2025-05-05 09:44:51.977026,233.94
6497,O00006497,UPI,Success,2025-05-18 17:19:48.256341,3716.79
6498,O00006498,UPI,Success,2024-04-15 14:41:40.427058,1842.42
6499,O00006499,UPI,Success,2025-04-09 05:24:00.916249,373.09
6500,O00006500,COD,Pending,2025-09-21 08:33:00.427275,984.2
6501,O00006501,Debit Card,Failed,2025-05-12 10:07:06.140597,1371.81
6502,O00006502,Debit Card,Success,2025-09-09 21:30:37.956322,1164.97
6503,O00006503,UPI,Success,2024-11-03 19:07:21.985469,314.51
6504,O00006504,UPI,Success,2025-07-02 05:13:55.960951,55.44
6505,O00006505,Debit Card,Success,2025-02-06 19:36:04.991842,363.89
6506,O00006506,Credit Card,Success,2024-07-17 09:23:11.342606,40.46
6507,O00006507,Debit Card,Success,2024-04-17 16:01:29.091701,606.02
6508,O00006508,Debit Card,Success,2025-11-02 10:01:41.169089,332.16
6509,O00006509,UPI,Success,2024-09-25 09:05:56.942256,284.43
6510,O00006510,Credit Card,Success,2024-10-09 09:41:06.267650,109.92
6511,O00006511,COD,Success,2024-09-02 22:43:00.947107,51.34
6512,O00006512,COD,Success,2025-05-19 07:25:52.283245,326.9
6513,O00006513,UPI,Failed,2025-07-22 16:24:52.095240,81.68
6514,O00006514,UPI,Success,2025-03-27 22:38:36.879221,40.64
6515,O00006515,UPI,Pending,2024-07-31 19:03:10.995116,1125.37
6516,O00006516,UPI,Success,2024-05-31 07:28:20.814542,337.39
6517,O00006517,UPI,Success,2024-04-03 11:30:19.643468,41.15
6518,O00006518,Credit Card,Success,2024-09-19 07:45:02.428990,235.98
6519,O00006519,UPI,Success,2025-03-21 12:25:25.454939,97.36
6520,O00006520,UPI,Success,2024-11-02 21:58:02.103699,551.46
6521,O00006521,UPI,Success,2025-05-27 21:16:21.352488,1788.99
6522,O00006522,Debit Card,Success,2025-02-26 19:05:32.962770,16.79
6523,O00006523,Credit Card,Success,2024-09-14 22:51:23.438489,25.57
6524,O00006524,COD,Success,2025-05-30 02:28:33.881144,4555.1
6525,O00006525,UPI,Success,2024-03-01 17:51:46.198595,354.81
6526,O00006526,Debit Card,Success,2024-02-23 11:22:20.125363,27.65
6527,O00006527,Credit Card,Success,2025-09-30 16:29:06.487838,586.49
6528,O00006528,Credit Card,Success,2024-07-13 05:04:51.933621,126.79
6529,O00006529,UPI,Success,2025-06-21 15:00:29.550581,446.39
6530,O00006530,UPI,Success,2024-10-22 14:15:50.714360,1084.62
6531,O00006531,UPI,Success,2024-07-29 04:54:52.957874,463.47
6532,O00006532,UPI,Success,2025-11-04 04:39:56.840694,587.49
