shipping_id,order_id,shipping_date,delivery_date,delivery_status,delivery_days
4315,O00004315,2024-03-09 16:42:39.932053,2024-03-15 16:42:39.932053,Delivered,6
4316,O00004316,2025-02-08 16:28:12.714150,2025-02-13 16:28:12.714150,Delivered,5
4317,O00004317,2024-04-26 13:12:41.784197,2024-04-28 13:12:41.784197,Delivered,2
4318,O00004318,2024-01-13 20:10:58.126118,2024-01-15 20:10:58.126118,Delayed,2
4319,O00004319,2024-05-13 20:24:56.942972,2024-05-15 20:24:56.942972,Delivered,2
4320,O00004320,2024-09-05 16:05:17.428588,2024-09-11 16:05:17.428588,Delivered,6
4321,O00004321,2025-10-11 04:49:06.495893,2025-10-15 04:49:06.495893,Delivered,4
4322,O00004322,2024-03-21 05:28:29.376414,2024-03-25 05:28:29.376414,Delayed,4
4323,O00004323,2025-11-03 15:44:10.704799,2025-11-09 15:44:10.704799,Delivered,6
4324,O00004324,2025-09-18 16:46:09.173037,2025-09-24 16:46:09.173037,Delivered,6
4325,O00004325,2024-09-03 02:50:51.104972,2024-09-06 02:50:51.104972,Delivered,3
4326,O00004326,2024-12-25 00:29:20.979792,2024-12-31 00:29:20.979792,Delivered,6
4327,O00004327,2024-02-28 18:57:19.384646,2024-03-04 18:57:19.384646,Delivered,5
4328,O00004328,2025-03-30 01:19:25.817223,2025-04-02 01:19:25.817223,Delivered,3
4329,O00004329,2024-02-15 20:55:05.454381,2024-02-19 20:55:05.454381,Delivered,4
4330,O00004330,2024-10-22 12:42:43.199674,2024-10-25 12:42:43.199674,Delivered,3
4331,O00004331,2025-09-13 16:28:33.656702,2025-09-16 16:28:33.656702,Delivered,3
4332,O00004332,2024-04-11 15:20:02.526743,2024-04-14 15:20:02.526743,Delivered,3
4333,O00004333,2024-03-20 14:57:51.741223,2024-03-23 14:57:51.741223,Delivered,3
4334,O00004334,2024-03-17 20:28:55.583471,2024-03-21 20:28:55.583471,Delivered,4
4335,O00004335,2024-02-29 23:22:00.291130,2024-03-06 23:22:00.291130,Delivered,6
4336,O00004336,2024-05-31 14:40:28.063351,2024-06-06 14:40:28.063351,Delivered,6
4337,O00004337,2025-08-18 11:58:59.306746,2025-08-20 11:58:59.306746,Delivered,2
4338,O00004338,2025-04-28 14:51:33.171215,2025-05-03 14:51:33.171215,Delivered,5
4339,O00004339,2024-05-19 00:13:51.932883,2024-05-22 00:13:51.932883,Delivered,3
4340,O00004340,2024-02-25 14:51:30.796214,2024-02-29 14:51:30.796214,Delivered,4
4341,O00004341,2024-12-10 21:54:50.508963,2024-12-14 21:54:50.508963,Delivered,4
4342,O00004342,2024-12-25 00:21:51.748948,2024-12-28 00:21:51.748948,Delivered,3
4343,O00004343,2024-03-24 22:50:03.962363,2024-03-26 22:50:03.962363,Delivered,2
4344,O00004344,2024-03-25 19:21:01.240686,2024-03-29 19:21:01.240686,Delivered,4
4345,O00004345,2024-05-18 20:53:30.739452,2024-05-20 20:53:30.739452,Delivered,2
4346,O00004346,2024-11-16 02:01:13.532827,2024-11-19 02:01:13.532827,Delayed,3
4347,O00004347,2024-09-08 22:13:43.594757,2024-09-13 22:13:43.594757,Delivered,5
4348,O00004348,2025-04-06 04:12:10.110693,2025-04-08 04:12:10.110693,Delivered,2
4349,O00004349,2024-04-04 10:30:01.600782,2024-04-06 10:30:01.600782,Delivered,2
4350,O00004350,2024-11-24 09:17:30.628626,2024-11-28 09:17:30.628626,Delivered,4
4351,O00004351,2025-03-05 23:12:19.269750,2025-03-11 23:12:19.269750,Delivered,6
4352,O00004352,2024-03-21 00:26:21.601239,2024-03-24 00:26:21.601239,Delivered,3
4353,O00004353,2025-06-14 20:10:39.966235,2025-06-20 20:10:39.966235,Delivered,6
4354,O00004354,2024-05-26 11:30:12.860984,2024-05-30 11:30:12.860984,Delivered,4
4355,O00004355,2024-01-20 17:07:00.961114,2024-01-24 17:07:00.961114,Delivered,4
4356,O00004356,2024-12-18 15:51:41.795712,2024-12-21 15:51:41.795712,Delivered,3
4357,O00004357,2025-04-27 22:45:16.766336,2025-05-03 22:45:16.766336,Delivered,6
4358,O00004358,2025-10-30 00:55:48.183708,2025-11-02 00:55:48.183708,Delivered,3
4359,O00004359,2025-01-31 22:41:58.082113,2025-02-06 22:41:58.082113,Delayed,6
4360,O00004360,2024-07-30 00:38:15.278870,2024-08-05 00:38:15.278870,Delivered,6
4361,O00004361,2024-10-26 18:36:47.835503,2024-10-29 18:36:47.835503,Delayed,3
4362,O00004362,2024-09-12 17:15:02.429162,2024-09-15 17:15:02.429162,Delivered,3
4363,O00004363,2024-08-13 04:39:05.601807,2024-08-19 04:39:05.601807,Delivered,6
4364,O00004364,2024-04-03 11:07:16.895790,2024-04-08 11:07:16.895790,Delivered,5
4365,O00004365,2024-01-23 15:59:18.170402,2024-01-29 15:59:18.170402,Delivered,6
4366,O00004366,2024-12-20 23:09:58.417531,2024-12-25 23:09:58.417531,Delayed,5
4367,O00004367,2025-11-02 15:12:06.499214,2025-11-08 15:12:06.499214,Delivered,6
4368,O00004368,2024-05-28 10:27:11.934346,2024-06-02 10:27:11.934346,Delivered,5
4369,O00004369,2025-10-24 06:01:10.613753,2025-10-29 06:01:10.613753,Delivered,5
4370,O00004370,2024-07-04 01:04:18.025054,2024-07-06 01:04:18.025054,Delivered,2
4371,O00004371,2025-01-22 12:33:49.012778,2025-01-27 12:33:49.012778,Delivered,5
4372,O00004372,2024-07-07 09:27:16.772833,2024-07-10 09:27:16.772833,Delivered,3
4373,O00004373,2024-06-11 15:55:15.126920,2024-06-13 15:55:15.126920,Delivered,2
4374,O00004374,2024-07-28 16:01:35.830556,2024-07-30 16:01:35.830556,Delivered,2
4375,O00004375,2024-11-12 19:11:22.630750,2024-11-17 19:11:22.630750,Delivered,5
4376,O00004376,2025-07-24 05:43:35.987148,2025-07-27 05:43:35.987148,Delivered,3
4377,O00004377,2024-12-14 07:38:26.586982,2024-12-16 07:38:26.586982,Delivered,2
4378,O00004378,2025-08-10 12:48:38.111321,2025-08-14 12:48:38.111321,Delivered,4
4379,O00004379,2024-01-12 20:40:27.299228,2024-01-16 20:40:27.299228,Delivered,4
4380,O00004380,2025-07-31 08:59:29.087995,2025-08-04 08:59:29.087995,Delayed,4
4381,O00004381,2024-02-19 22:04:34.318272,2024-02-23 22:04:34.318272,Delivered,4
4382,O00004382,2025-10-18 19:38:44.748217,2025-10-20 19:38:44.748217,Delivered,2
4383,O00004383,2025-05-10 03:02:48.083613,2025-05-15 03:02:48.083613,Delivered,5
4384,O00004384,2025-09-08 08:25:43.455083,2025-09-10 08:25:43.455083,Delivered,2
4385,O00004385,2024-05-07 14:36:26.175291,2024-05-11 14:36:26.175291,Delivered,4
4386,O00004386,2024-01-18 03:11:14.346809,2024-01-24 03:11:14.346809,Delivered,6
4387,O00004387,2025-10-14 14:13:29.167591,2025-10-17 14:13:29.167591,Delivered,3
4388,O00004388,2024-03-12 23:49:20.603940,2024-03-15 23:49:20.603940,Delivered,3
4389,O00004389,2025-07-28 04:14:20.955397,2025-08-01 04:14:20.955397,Delivered,4
4390,O00004390,2024-02-23 03:57:16.518634,2024-02-26 03:57:16.518634,Delivered,3
4391,O00004391,2025-09-16 20:12:03.777178,2025-09-19 20:12:03.777178,Delayed,3
4392,O00004392,2025-09-17 19:50:34.125618,2025-09-20 19:50:34.125618,Delayed,3
4393,O00004393,2024-04-14 07:55:59.642179,2024-04-20 07:55:59.642179,Delivered,6
4394,O00004394,2024-05-23 11:12:57.163485,2024-05-28 11:12:57.163485,Delivered,5
4395,O00004395,2025-01-01 01:59:32.319968,2025-01-07 01:59:32.319968,Delivered,6
4396,O00004396,2025-03-27 00:17:53.566205,2025-04-01 00:17:53.566205,Delivered,5
4397,O00004397,2025-10-15 18:09:06.477591,2025-10-19 18:09:06.477591,Delivered,4
4398,O00004398,2025-08-16 04:32:19.022434,2025-08-19 04:32:19.022434,Delivered,3
4399,O00004399,2024-04-17 04:08:29.092926,2024-04-20 04:08:29.092926,Delivered,3
4400,O00004400,2024-02-10 20:32:23.457966,2024-02-16 20:32:23.457966,Delivered,6
4401,O00004401,2024-02-18 14:22:20.439762,2024-02-24 14:22:20.439762,Delivered,6
4402,O00004402,2025-05-08 19:41:39.514920,2025-05-10 19:41:39.514920,Delivered,2
4403,O00004403,2024-02-08 11:04:46.914471,2024-02-11 11:04:46.914471,Delivered,3
4404,O00004404,2024-01-18 15:24:40.203636,2024-01-21 15:24:40.203636,Delivered,3
4405,O00004405,2025-10-24 09:20:47.605047,2025-10-29 09:20:47.605047,Delivered,5
4406,O00004406,2025-06-13 00:11:04.046775,2025-06-16 00:11:04.046775,Delivered,3
4407,O00004407,2024-08-11 05:09:43.044794,2024-08-14 05:09:43.044794,Delivered,3
4408,O00004408,2025-09-20 16:04:52.462988,2025-09-23 16:04:52.462988,Delivered,3
4409,O00004409,2024-12-05 02:11:48.336335,2024-12-09 02:11:48.336335,Delivered,4
4410,O00004410,2025-06-28 16:07:19.802299,2025-07-02 16:07:19.802299,Delayed,4
4411,O00004411,2024-06-10 19:43:10.456918,2024-06-13 19:43:10.456918,Delivered,3
4412,O00004412,2024-07-30 13:07:07.584440,2024-08-05 13:07:07.584440,Delivered,6
4413,O00004413,2025-09-08 20:46:03.761497,2025-09-10 20:46:03.761497,Delivered,2
4414,O00004414,2024-09-19 01:03:54.878286,2024-09-22 01:03:54.878286,Delivered,3
4415,O00004415,2024-10-25 19:32:57.060490,2024-10-30 19:32:57.060490,Delivered,5
4416,O00004416,2024-12-23 21:14:01.791275,2024-12-26 21:14:01.791275,Delivered,3
4417,O00004417,2024-03-19 13:29:50.547951,2024-03-23 13:29:50.547951,Delivered,4
4418,O00004418,2024-12-17 04:46:56.846948,2024-12-20 04:46:56.846948,Delivered,3
4419,O00004419,2025-02-04 10:57:49.884322,2025-02-09 10:57:49.884322,Delivered,5
4420,O00004420,2025-05-26 13:34:12.752319,2025-05-28 13:34:12.752319,Delivered,2
4421,O00004421,2024-07-08 02:39:07.382230,2024-07-11 02:39:07.382230,Delivered,3
4422,O00004422,2024-03-13 14:03:17.910469,2024-03-18 14:03:17.910469,Delivered,5
4423,O00004423,2024-11-20 10:37:50.295683,2024-11-25 10:37:50.295683,Delivered,5
4424,O00004424,2025-03-29 14:45:57.939606,2025-04-01 14:45:57.939606,Delivered,3
4425,O00004425,2024-04-19 23:26:31.128542,2024-04-25 23:26:31.128542,Delivered,6
4426,O00004426,2025-01-13 23:16:11.521919,2025-01-15 23:16:11.521919,Delivered,2
4427,O00004427,2025-11-04 14:28:52.376366,2025-11-06 14:28:52.376366,Delivered,2
4428,O00004428,2025-05-30 23:39:11.094285,2025-06-05 23:39:11.094285,Delivered,6
4429,O00004429,2024-05-16 18:42:01.470693,2024-05-18 18:42:01.470693,Delivered,2
4430,O00004430,2025-02-16 08:22:12.457708,2025-02-20 08:22:12.457708,Delivered,4
4431,O00004431,2024-01-28 20:21:53.678354,2024-01-30 20:21:53.678354,Delayed,2
4432,O00004432,2024-10-05 10:44:37.541581,2024-10-08 10:44:37.541581,Delivered,3
4433,O00004433,2024-10-01 12:42:18.786892,2024-10-06 12:42:18.786892,Delivered,5
4434,O00004434,2025-02-11 09:59:47.707759,2025-02-15 09:59:47.707759,Delivered,4
4435,O00004435,2025-10-23 10:57:10.852386,2025-10-28 10:57:10.852386,Delivered,5
4436,O00004436,2024-08-17 08:04:37.266408,2024-08-21 08:04:37.266408,Delivered,4
4437,O00004437,2024-06-18 01:45:00.296931,2024-06-20 01:45:00.296931,Delivered,2
4438,O00004438,2025-06-04 23:00:24.370204,2025-06-06 23:00:24.370204,Delivered,2
4439,O00004439,2025-11-16 11:20:45.781938,2025-11-20 11:20:45.781938,Delivered,4
4440,O00004440,2024-11-06 07:39:31.937583,2024-11-10 07:39:31.937583,Delivered,4
4441,O00004441,2025-03-22 07:38:40.838398,2025-03-27 07:38:40.838398,Delivered,5
4442,O00004442,2024-08-26 10:45:14.846374,2024-08-28 10:45:14.846374,Delivered,2
4443,O00004443,2024-05-12 07:28:29.962402,2024-05-15 07:28:29.962402,Delayed,3
4444,O00004444,2024-09-06 04:06:39.281951,2024-09-09 04:06:39.281951,Delivered,3
4445,O00004445,2024-09-22 18:09:17.696413,2024-09-27 18:09:17.696413,Delivered,5
4446,O00004446,2024-04-08 11:08:09.057493,2024-04-11 11:08:09.057493,Delayed,3
4447,O00004447,2024-02-23 12:14:22.317799,2024-02-26 12:14:22.317799,Delivered,3
4448,O00004448,2025-04-18 22:21:42.223798,2025-04-21 22:21:42.223798,Delivered,3
4449,O00004449,2025-08-12 02:34:34.551843,2025-08-15 02:34:34.551843,Delivered,3
4450,O00004450,2025-08-25 02:24:38.266325,2025-08-28 02:24:38.266325,Delivered,3
4451,O00004451,2024-11-26 21:36:55.649776,2024-12-01 21:36:55.649776,Delayed,5
4452,O00004452,2024-11-24 19:09:30.529339,2024-11-28 19:09:30.529339,Delivered,4
4453,O00004453,2024-10-22 08:44:24.063589,2024-10-27 08:44:24.063589,Delivered,5
4454,O00004454,2025-04-08 22:30:17.201199,2025-04-11 22:30:17.201199,Delivered,3
4455,O00004455,2025-08-04 13:40:03.958361,2025-08-10 13:40:03.958361,Delivered,6
4456,O00004456,2025-09-05 00:21:51.604258,2025-09-10 00:21:51.604258,Delivered,5
4457,O00004457,2025-11-14 17:40:26.281563,2025-11-16 17:40:26.281563,Delivered,2
4458,O00004458,2025-05-11 12:48:27.410898,2025-05-13 12:48:27.410898,Delivered,2
4459,O00004459,2024-06-15 11:08:11.441355,2024-06-20 11:08:11.441355,Delivered,5
4460,O00004460,2025-09-11 01:00:31.816216,2025-09-16 01:00:31.816216,Delivered,5
4461,O00004461,2025-06-16 01:52:13.334794,2025-06-18 01:52:13.334794,Delivered,2
4462,O00004462,2025-07-25 17:40:46.415756,2025-07-28 17:40:46.415756,Delivered,3
4463,O00004463,2025-01-06 20:32:11.460607,2025-01-10 20:32:11.460607,Delayed,4
4464,O00004464,2024-11-29 09:19:36.108725,2024-12-05 09:19:36.108725,Delivered,6
4465,O00004465,2024-03-23 20:58:09.811302,2024-03-25 20:58:09.811302,Delivered,2
4466,O00004466,2024-08-18 09:25:49.709438,2024-08-21 09:25:49.709438,Delivered,3
4467,O00004467,2025-11-03 00:17:43.407027,2025-11-05 00:17:43.407027,Delivered,2
4468,O00004468,2025-01-05 18:47:16.231573,2025-01-11 18:47:16.231573,Delivered,6
4469,O00004469,2024-02-05 11:32:52.355623,2024-02-08 11:32:52.355623,Delayed,3
4470,O00004470,2024-03-29 14:04:52.294402,2024-04-01 14:04:52.294402,Delivered,3
4471,O00004471,2025-04-30 20:36:39.737909,2025-05-06 20:36:39.737909,Delayed,6
4472,O00004472,2024-03-10 15:06:45.212474,2024-03-15 15:06:45.212474,Delivered,5
4473,O00004473,2025-10-20 15:33:01.769183,2025-10-26 15:33:01.769183,Delivered,6
4474,O00004474,2024-08-28 16:03:09.756989,2024-08-30 16:03:09.756989,Delayed,2
4475,O00004475,2025-09-16 18:34:10.038002,2025-09-22 18:34:10.038002,Delivered,6
4476,O00004476,2024-03-03 17:00:37.391572,2024-03-06 17:00:37.391572,Delivered,3
4477,O00004477,2025-04-23 23:18:09.236914,2025-04-29 23:18:09.236914,Delivered,6
4478,O00004478,2025-10-22 07:18:54.931767,2025-10-24 07:18:54.931767,Delivered,2
4479,O00004479,2025-10-01 16:02:23.831985,2025-10-04 16:02:23.831985,Delivered,3
4480,O00004480,2025-06-07 05:19:20.361093,2025-06-13 05:19:20.361093,Delivered,6
4481,O00004481,2024-12-16 21:17:53.823634,2024-12-20 21:17:53.823634,Delivered,4
4482,O00004482,2024-08-03 07:10:54.656052,2024-08-09 07:10:54.656052,Delivered,6
4483,O00004483,2024-03-18 02:55:22.563487,2024-03-22 02:55:22.563487,Delivered,4
4484,O00004484,2025-03-06 02:57:56.888631,2025-03-12 02:57:56.888631,Delivered,6
4485,O00004485,2024-05-12 02:30:35.738640,2024-05-15 02:30:35.738640,Delivered,3
4486,O00004486,2024-12-17 05:23:16.219296,2024-12-22 05:23:16.219296,Delivered,5
4487,O00004487,2025-03-26 09:56:32.816891,2025-03-29 09:56:32.816891,Delivered,3
4488,O00004488,2024-07-30 02:06:21.607192,2024-08-01 02:06:21.607192,Delivered,2
4489,O00004489,2025-05-06 14:42:20.716636,2025-05-11 14:42:20.716636,Delivered,5
4490,O00004490,2025-04-02 15:51:30.800303,2025-04-05 15:51:30.800303,Delivered,3
4491,O00004491,2025-05-12 19:43:28.184309,2025-05-17 19:43:28.184309,Delivered,5
4492,O00004492,2024-10-05 08:34:00.442630,2024-10-11 08:34:00.442630,Delivered,6
4493,O00004493,2024-06-17 17:14:01.897098,2024-06-20 17:14:01.897098,Delivered,3
4494,O00004494,2025-10-12 11:22:56.360415,2025-10-15 11:22:56.360415,Delivered,3
4495,O00004495,2025-04-28 16:56:45.182345,2025-05-01 16:56:45.182345,Delivered,3
4496,O00004496,2024-10-31 01:19:00.559210,2024-11-04 01:19:00.559210,Delivered,4
4497,O00004497,2024-03-16 09:34:16.553046,2024-03-20 09:34:16.553046,Delivered,4
4498,O00004498,2024-02-21 06:23:37.679727,2024-02-24 06:23:37.679727,Delivered,3
4499,O00004499,2025-06-12 05:09:32.689671,2025-06-15 05:09:32.689671,Delivered,3
4500,O00004500,2024-10-31 06:25:31.163344,2024-11-02 06:25:31.163344,Delivered,2
4501,O00004501,2025-02-21 09:31:03.511248,2025-02-27 09:31:03.511248,Delivered,6
4502,O00004502,2025-10-11 14:52:15.221875,2025-10-17 14:52:15.221875,Delivered,6
4503,O00004503,2025-08-23 20:43:39.762124,2025-08-27 20:43:39.762124,Delivered,4
4504,O00004504,2024-01-05 23:39:11.285501,2024-01-10 23:39:11.285501,Delivered,5
4505,O00004505,2025-09-28 01:53:23.354445,2025-10-02 01:53:23.354445,Delivered,4
4506,O00004506,2025-07-16 16:42:19.718845,2025-07-21 16:42:19.718845,Delivered,5
4507,O00004507,2024-12-11 01:30:32.431037,2024-12-16 01:30:32.431037,Delivered,5
4508,O00004508,2024-04-22 21:19:24.910780,2024-04-27 21:19:24.910780,Delivered,5
4509,O00004509,2024-06-22 02:07:15.165330,2024-06-24 02:07:15.165330,Delivered,2
4510,O00004510,2025-02-16 23:42:36.946560,2025-02-22 23:42:36.946560,Delayed,6
4511,O00004511,2024-06-29 03:42:57.049057,2024-07-04 03:42:57.049057,Delivered,5
4512,O00004512,2025-01-31 22:58:39.013577,2025-02-05 22:58:39.013577,Delivered,5
4513,O00004513,2025-05-01 05:07:04.508685,2025-05-07 05:07:04.508685,Delivered,6
4514,O00004514,2024-05-29 02:10:42.123244,2024-06-04 02:10:42.123244,Delivered,6
4515,O00004515,2025-03-26 02:28:21.371669,2025-03-29 02:28:21.371669,Delivered,3
4516,O00004516,2025-10-05 17:18:51.648544,2025-10-08 17:18:51.648544,Delivered,3
4517,O00004517,2025-06-21 13:13:20.644190,2025-06-26 13:13:20.644190,Delayed,5
4518,O00004518,2024-02-28 07:45:20.625381,2024-03-03 07:45:20.625381,Delivered,4
4519,O00004519,2024-04-14 06:31:16.072360,2024-04-20 06:31:16.072360,Delivered,6
4520,O00004520,2024-06-12 20:57:49.232255,2024-06-17 20:57:49.232255,Delivered,5
4521,O00004521,2024-11-20 09:59:49.438079,2024-11-26 09:59:49.438079,Delivered,6
4522,O00004522,2024-07-25 01:49:42.511204,2024-07-30 01:49:42.511204,Delivered,5
4523,O00004523,2025-02-14 21:54:01.974116,2025-02-18 21:54:01.974116,Delivered,4
4524,O00004524,2024-03-03 10:32:37.017225,2024-03-05 10:32:37.017225,Delivered,2
4525,O00004525,2025-02-24 05:55:19.246839,2025-03-01 05:55:19.246839,Delivered,5
4526,O00004526,2024-04-09 06:46:49.798763,2024-04-12 06:46:49.798763,Delivered,3
4527,O00004527,2024-11-11 15:40:13.707848,2024-11-13 15:40:13.707848,Delivered,2
4528,O00004528,2024-12-11 19:37:25.136050,2024-12-15 19:37:25.136050,Delivered,4
4529,O00004529,2025-02-06 09:45:08.614969,2025-02-10 09:45:08.614969,Delivered,4
4530,O00004530,2024-02-22 17:06:14.021855,2024-02-28 17:06:14.021855,Delayed,6
4531,O00004531,2024-10-04 10:13:00.536407,2024-10-06 10:13:00.536407,Delivered,2
4532,O00004532,2025-09-17 23:31:17.749706,2025-09-22 23:31:17.749706,Delivered,5
4533,O00004533,2025-10-22 08:48:45.661172,2025-10-28 08:48:45.661172,Delivered,6
4534,O00004534,2024-04-28 03:38:01.183819,2024-05-03 03:38:01.183819,Delivered,5
4535,O00004535,2025-08-28 01:31:02.371075,2025-08-31 01:31:02.371075,Delivered,3
4536,O00004536,2025-04-29 18:36:37.254009,2025-05-04 18:36:37.254009,Delivered,5
4537,O00004537,2025-04-01 18:59:24.877617,2025-04-04 18:59:24.877617,Delivered,3
4538,O00004538,2025-09-29 05:08:02.189307,2025-10-02 05:08:02.189307,Delivered,3
4539,O00004539,2025-09-10 04:23:04.571443,2025-09-12 04:23:04.571443,Delivered,2
4540,O00004540,2025-11-15 12:24:30.852643,2025-11-19 12:24:30.852643,Delivered,4
4541,O00004541,2024-02-01 18:50:29.940100,2024-02-04 18:50:29.940100,Delivered,3
4542,O00004542,2025-01-18 06:54:54.830514,2025-01-22 06:54:54.830514,Delivered,4
4543,O00004543,2024-03-11 01:40:55.176781,2024-03-16 01:40:55.176781,Delivered,5
4544,O00004544,2024-02-27 23:44:53.817612,2024-03-02 23:44:53.817612,Delivered,4
4545,O00004545,2025-08-18 06:29:19.648622,2025-08-21 06:29:19.648622,Delivered,3
4546,O00004546,2025-11-03 16:09:55.645920,2025-11-05 16:09:55.645920,Delivered,2
4547,O00004547,2025-11-08 11:34:21.897809,2025-11-14 11:34:21.897809,Delivered,6
4548,O00004548,2025-03-21 05:24:29.276874,2025-03-24 05:24:29.276874,Delivered,3
4549,O00004549,2025-09-18 17:58:19.187415,2025-09-21 17:58:19.187415,Delivered,3
4550,O00004550,2025-11-01 07:34:44.011143,2025-11-05 07:34:44.011143,Delivered,4
4551,O00004551,2025-10-06 05:02:23.054814,2025-10-10 05:02:23.054814,Delayed,4
4552,O00004552,2024-10-04 01:17:27.324523,2024-10-09 01:17:27.324523,Delivered,5
4553,O00004553,2024-03-23 18:36:21.600481,2024-03-25 18:36:21.600481,Delivered,2
4554,O00004554,2025-06-03 11:31:17.375887,2025-06-07 11:31:17.375887,Delivered,4
4555,O00004555,2025-01-29 22:12:17.655633,2025-02-01 22:12:17.655633,Delivered,3
4556,O00004556,2024-02-21 23:06:13.890629,2024-02-26 23:06:13.890629,Delivered,5
4557,O00004557,2024-01-28 11:06:02.335616,2024-02-01 11:06:02.335616,Delivered,4
4558,O00004558,2024-02-04 11:03:09.448169,2024-02-10 11:03:09.448169,Delivered,6
4559,O00004559,2024-08-07 16:00:52.484575,2024-08-10 16:00:52.484575,Delivered,3
4560,O00004560,2024-09-18 23:53:01.324740,2024-09-22 23:53:01.324740,Delivered,4
4561,O00004561,2025-06-26 23:13:33.326945,2025-06-28 23:13:33.326945,Delivered,2
4562,O00004562,2024-08-18 19:19:38.904830,2024-08-21 19:19:38.904830,Delivered,3
4563,O00004563,2025-03-14 10:57:22.299850,2025-03-16 10:57:22.299850,Delivered,2
4564,O00004564,2025-05-31 03:40:49.293697,2025-06-06 03:40:49.293697,Delivered,6
4565,O00004565,2025-03-17 19:30:45.981501,2025-03-23 19:30:45.981501,Delivered,6
4566,O00004566,2024-11-07 14:37:43.856181,2024-11-12 14:37:43.856181,Delivered,5
4567,O00004567,2025-05-09 04:57:06.174066,2025-05-14 04:57:06.174066,Delivered,5
4568,O00004568,2024-03-18 10:31:54.091502,2024-03-21 10:31:54.091502,Delivered,3
4569,O00004569,2024-04-04 20:13:09.931011,2024-04-06 20:13:09.931011,Delivered,2
4570,O00004570,2025-05-19 22:20:26.269515,2025-05-22 22:20:26.269515,Delivered,3
4571,O00004571,2025-03-17 04:50:47.578412,2025-03-20 04:50:47.578412,Delivered,3
4572,O00004572,2024-10-19 07:51:53.548344,2024-10-21 07:51:53.548344,Delivered,2
4573,O00004573,2025-05-06 11:39:18.321399,2025-05-10 11:39:18.321399,Delayed,4
4574,O00004574,2024-10-23 06:44:49.763384,2024-10-27 06:44:49.763384,Delivered,4
4575,O00004575,2025-02-25 07:45:06.285007,2025-02-27 07:45:06.285007,Delivered,2
4576,O00004576,2024-05-07 00:41:01.699817,2024-05-10 00:41:01.699817,Delivered,3
4577,O00004577,2025-09-03 21:28:16.037004,2025-09-08 21:28:16.037004,Delivered,5
4578,O00004578,2024-07-24 22:29:38.578424,2024-07-30 22:29:38.578424,Delivered,6
4579,O00004579,2024-01-24 05:43:00.212291,2024-01-27 05:43:00.212291,Delivered,3
4580,O00004580,2024-02-19 00:43:08.296535,2024-02-24 00:43:08.296535,Delivered,5
4581,O00004581,2025-09-26 05:00:53.252686,2025-09-30 05:00:53.252686,Delivered,4
4582,O00004582,2025-10-12 23:59:54.519466,2025-10-17 23:59:54.519466,Delivered,5
4583,O00004583,2024-11-25 10:09:12.291065,2024-11-30 10:09:12.291065,Delivered,5
4584,O00004584,2024-05-01 17:14:47.114058,2024-05-07 17:14:47.114058,Delivered,6
4585,O00004585,2024-10-25 08:30:42.216535,2024-10-27 08:30:42.216535,Delivered,2
4586,O00004586,2025-11-03 00:09:42.828144,2025-11-09 00:09:42.828144,Delivered,6
4587,O00004587,2024-04-18 07:09:18.508456,2024-04-24 07:09:18.508456,Delivered,6
4588,O00004588,2024-03-05 12:25:19.428217,2024-03-08 12:25:19.428217,Delivered,3
4589,O00004589,2024-01-13 23:11:09.324847,2024-01-19 23:11:09.324847,Delivered,6
4590,O00004590,2025-02-01 06:02:13.607086,2025-02-05 06:02:13.607086,Delayed,4
4591,O00004591,2025-02-12 04:34:24.893520,2025-02-17 04:34:24.893520,Delivered,5
4592,O00004592,2025-11-13 13:49:18.503919,2025-11-19 13:49:18.503919,Delivered,6
4593,O00004593,2024-08-14 00:45:39.821941,2024-08-18 00:45:39.821941,Delayed,4
4594,O00004594,2025-02-15 23:53:52.221167,2025-02-18 23:53:52.221167,Delivered,3
4595,O00004595,2024-12-01 21:37:28.988296,2024-12-03 21:37:28.988296,Delivered,2
4596,O00004596,2024-09-05 14:47:04.270943,2024-09-07 14:47:04.270943,Delivered,2
4597,O00004597,2024-04-16 13:53:10.215202,2024-04-20 13:53:10.215202,Delayed,4
4598,O00004598,2025-06-28 03:33:23.679283,2025-07-01 03:33:23.679283,Delivered,3
4599,O00004599,2024-10-05 15:19:00.156893,2024-10-08 15:19:00.156893,Delivered,3
4600,O00004600,2024-03-16 00:53:43.796027,2024-03-19 00:53:43.796027,Delivered,3
4601,O00004601,2025-11-05 08:08:18.315071,2025-11-08 08:08:18.315071,Delivered,3
4602,O00004602,2025-02-15 02:06:11.523190,2025-02-21 02:06:11.523190,Delivered,6
4603,O00004603,2024-09-26 23:52:16.167661,2024-09-30 23:52:16.167661,Delivered,4
4604,O00004604,2025-02-19 17:06:11.189684,2025-02-25 17:06:11.189684,Delivered,6
4605,O00004605,2024-10-25 08:19:11.831556,2024-10-31 08:19:11.831556,Delivered,6
4606,O00004606,2025-10-23 19:20:35.372656,2025-10-29 19:20:35.372656,Delivered,6
4607,O00004607,2024-08-16 11:10:25.670095,2024-08-18 11:10:25.670095,Delivered,2
4608,O00004608,2024-07-14 12:50:00.807699,2024-07-19 12:50:00.807699,Delivered,5
4609,O00004609,2025-01-25 09:09:43.654002,2025-01-27 09:09:43.654002,Delivered,2
4610,O00004610,2025-11-06 11:26:51.545788,2025-11-08 11:26:51.545788,Delivered,2
4611,O00004611,2024-04-02 16:01:51.324862,2024-04-07 16:01:51.324862,Delivered,5
